date;time;temperature_F;wind_speed_mph;RH_percent;solar_radiation_W_m2;precip_inches
3/7/21;5:00 PM;55.8;1.0;64.4;74.6;*
3/7/21;5:15 PM;54.7;1.3;70.6;64.9;*
3/7/21;5:30 PM;54.3;2.8;73.9;56.9;*
3/7/21;5:45 PM;53.9;1.6;76.3;45.6;*
3/7/21;6:00 PM;53.5;0.1;78.4;28.7;*
3/7/21;6:15 PM;52.9;0.1;81.6;2.7;*
3/7/21;6:30 PM;52.2;0.1;84.8;0.0;*
3/7/21;6:45 PM;51.2;0.1;86.8;0.0;*
3/7/21;7:00 PM;50.4;0.1;88.9;0.0;*
3/7/21;7:15 PM;50.1;0.1;92.1;0.0;*
3/7/21;7:30 PM;50.0;0.1;94.9;0.0;*
3/7/21;7:45 PM;49.7;0.1;97.6;0.0;*
3/7/21;8:00 PM;49.7;0.1;99.6;0.0;*
3/7/21;8:15 PM;49.8;0.1;100.0;0.4;*
3/7/21;8:30 PM;49.6;0.1;100.0;0.1;*
3/7/21;8:45 PM;49.0;0.1;100.0;0.0;*
3/7/21;9:00 PM;47.9;0.1;100.0;0.0;*
3/7/21;9:15 PM;46.9;0.1;100.0;0.0;*
3/7/21;9:30 PM;45.8;0.1;100.0;0.0;*
3/7/21;9:45 PM;45.1;0.1;100.0;0.0;*
3/7/21;10:00 PM;44.2;0.1;100.0;0.0;*
3/7/21;10:15 PM;43.4;0.1;100.0;0.0;*
3/7/21;10:30 PM;43.1;0.1;100.0;0.0;*
3/7/21;10:45 PM;44.0;2.7;100.0;0.0;*
3/7/21;11:00 PM;43.9;0.6;100.0;0.0;*
3/7/21;11:15 PM;43.0;0.1;100.0;0.0;*
3/7/21;11:30 PM;43.1;0.6;100.0;0.0;*
3/7/21;11:45 PM;44.0;0.9;100.0;0.0;*
3/8/21;12:00 AM;44.6;0.3;100.0;0.0;*
3/8/21;12:15 AM;44.7;0.1;100.0;0.5;*
3/8/21;12:30 AM;45.0;0.2;100.0;0.6;*
3/8/21;12:45 AM;46.0;0.3;100.0;1.4;*
3/8/21;1:00 AM;46.4;0.1;100.0;0.9;*
3/8/21;1:15 AM;47.0;2.9;100.0;0.5;*
3/8/21;1:30 AM;47.3;1.4;100.0;0.0;*
3/8/21;1:45 AM;47.4;0.7;100.0;0.3;*
3/8/21;2:00 AM;47.7;0.1;100.0;0.5;*
3/8/21;2:15 AM;47.8;0.1;100.0;0.3;*
3/8/21;2:30 AM;47.8;0.1;100.0;0.0;*
3/8/21;2:45 AM;47.9;0.1;100.0;0.0;*
3/8/21;3:00 AM;47.9;0.1;100.0;0.0;*
3/8/21;3:15 AM;48.1;0.1;100.0;0.0;*
3/8/21;3:30 AM;48.3;0.4;100.0;0.0;*
3/8/21;3:45 AM;48.2;0.2;100.0;0.0;*
3/8/21;4:00 AM;48.1;0.1;100.0;0.0;*
3/8/21;4:15 AM;48.1;0.2;100.0;0.0;*
3/8/21;4:30 AM;48.1;0.2;100.0;0.0;*
3/8/21;4:45 AM;48.1;0.1;100.0;0.0;*
3/8/21;5:00 AM;47.2;0.3;100.0;0.0;*
3/8/21;5:15 AM;45.9;0.1;99.9;0.0;*
3/8/21;5:30 AM;44.2;0.1;100.0;0.0;*
3/8/21;5:45 AM;43.1;0.1;100.0;0.0;*
3/8/21;6:00 AM;43.1;0.8;100.0;0.0;*
3/8/21;6:15 AM;43.8;0.8;100.0;0.5;*
3/8/21;6:30 AM;44.2;0.2;100.0;3.3;*
3/8/21;6:45 AM;44.1;0.2;100.0;16.2;*
3/8/21;7:00 AM;44.0;0.1;100.0;32.2;*
3/8/21;7:15 AM;44.4;0.1;100.0;51.1;*
3/8/21;7:30 AM;44.8;0.3;100.0;81.1;*
3/8/21;7:45 AM;46.2;1.6;98.1;213.3;*
3/8/21;8:00 AM;48.7;1.2;92.8;275.8;*
3/8/21;8:15 AM;50.7;1.4;85.7;341.3;*
3/8/21;8:30 AM;52.8;1.2;79.0;406.5;*
3/8/21;8:45 AM;52.9;2.2;75.2;457.8;*
3/8/21;9:00 AM;53.2;1.9;74.4;515.2;*
3/8/21;9:15 AM;53.8;2.4;71.3;572.0;*
3/8/21;9:30 AM;54.2;2.7;67.3;625.0;*
3/8/21;9:45 AM;54.7;3.6;63.3;641.9;*
3/8/21;10:00 AM;55.1;2.5;64.8;450.2;*
3/8/21;10:15 AM;55.7;3.2;59.6;731.6;*
3/8/21;10:30 AM;56.3;4.3;57.2;761.3;*
3/8/21;10:45 AM;55.7;5.0;58.4;760.6;*
3/8/21;11:00 AM;55.8;5.0;58.8;733.6;*
3/8/21;11:15 AM;56.0;4.7;59.6;849.6;*
3/8/21;11:30 AM;55.5;5.4;60.8;802.9;*
3/8/21;11:45 AM;56.1;5.4;59.5;907.9;*
3/8/21;12:00 PM;56.1;5.3;59.5;899.8;*
3/8/21;12:15 PM;56.6;4.4;59.3;896.6;*
3/8/21;12:30 PM;56.6;4.4;59.8;863.9;*
3/8/21;12:45 PM;56.8;3.5;59.8;882.0;*
3/8/21;1:00 PM;57.4;3.9;59.5;870.4;*
3/8/21;1:15 PM;58.0;4.1;59.4;853.4;*
3/8/21;1:30 PM;57.1;5.1;60.7;831.4;*
3/8/21;1:45 PM;57.6;5.1;60.6;805.2;*
3/8/21;2:00 PM;57.4;4.2;62.0;777.0;*
3/8/21;2:15 PM;57.6;4.4;61.0;742.0;*
3/8/21;2:30 PM;58.2;4.1;61.0;708.0;*
3/8/21;2:45 PM;58.0;4.1;59.7;667.4;*
3/8/21;3:00 PM;57.3;4.5;60.7;622.2;*
3/8/21;3:15 PM;57.9;3.6;59.8;576.9;*
3/8/21;3:30 PM;58.1;3.4;58.9;529.2;*
3/8/21;3:45 PM;56.9;4.0;59.3;449.4;*
3/8/21;4:00 PM;56.1;4.3;59.9;413.9;*
3/8/21;4:15 PM;56.3;3.7;58.8;371.7;*
3/8/21;4:30 PM;56.2;3.0;58.6;338.7;*
3/8/21;4:45 PM;55.6;3.1;58.5;263.8;*
3/8/21;5:00 PM;55.8;2.9;58.4;264.7;*
3/8/21;5:15 PM;54.7;2.7;58.9;125.4;*
3/8/21;5:30 PM;52.7;1.9;63.7;28.3;*
3/8/21;5:45 PM;51.4;2.2;67.0;15.4;*
3/8/21;6:00 PM;50.5;0.8;69.4;5.5;*
3/8/21;6:15 PM;49.7;0.4;71.6;0.0;*
3/8/21;6:30 PM;49.1;0.7;73.8;0.0;*
3/8/21;6:45 PM;48.6;0.9;75.1;0.0;*
3/8/21;7:00 PM;47.8;0.1;77.5;0.0;*
3/8/21;7:15 PM;47.3;0.1;79.2;0.0;*
3/8/21;7:30 PM;46.1;1.3;81.4;0.0;*
3/8/21;7:45 PM;45.6;0.1;82.6;0.0;*
3/8/21;8:00 PM;44.7;0.1;83.7;0.0;*
3/8/21;8:15 PM;44.2;0.1;85.0;0.0;*
3/8/21;8:30 PM;43.6;0.1;86.8;0.0;*
3/8/21;8:45 PM;42.9;0.1;88.1;0.0;*
3/8/21;9:00 PM;43.0;0.1;88.7;0.0;*
3/8/21;9:15 PM;42.7;0.1;87.8;0.0;*
3/8/21;9:30 PM;42.0;0.1;88.8;0.0;*
3/8/21;9:45 PM;41.5;0.1;90.2;0.0;*
3/8/21;10:00 PM;41.2;0.1;91.1;0.0;*
3/8/21;10:15 PM;41.5;0.1;90.6;0.0;*
3/8/21;10:30 PM;41.7;0.1;90.3;0.0;*
3/8/21;10:45 PM;41.1;0.1;90.5;0.0;*
3/8/21;11:00 PM;40.7;0.1;92.0;0.0;*
3/8/21;11:15 PM;41.0;0.1;91.8;0.0;*
3/8/21;11:30 PM;40.8;0.1;92.6;0.0;*
3/8/21;11:45 PM;40.7;0.1;93.1;0.0;*
3/9/21;12:00 AM;40.5;0.1;93.5;0.0;*
3/9/21;12:15 AM;40.6;0.1;94.1;0.0;*
3/9/21;12:30 AM;41.0;0.1;93.6;0.0;*
3/9/21;12:45 AM;41.2;0.1;92.8;0.0;*
3/9/21;1:00 AM;41.2;0.1;93.3;0.0;*
3/9/21;1:15 AM;41.4;0.1;93.2;0.0;*
3/9/21;1:30 AM;41.2;0.1;92.1;0.0;*
3/9/21;1:45 AM;40.9;0.1;93.1;0.0;*
3/9/21;2:00 AM;40.7;0.1;94.2;0.0;*
3/9/21;2:15 AM;40.7;0.1;93.7;0.0;*
3/9/21;2:30 AM;40.3;0.1;93.7;0.0;*
3/9/21;2:45 AM;39.9;0.1;94.6;0.0;*
3/9/21;3:00 AM;39.4;0.1;95.2;0.0;*
3/9/21;3:15 AM;39.0;0.1;96.0;0.0;*
3/9/21;3:30 AM;38.8;0.1;96.5;0.0;*
3/9/21;3:45 AM;38.5;0.1;96.7;0.0;*
3/9/21;4:00 AM;38.5;0.1;97.2;0.0;*
3/9/21;4:15 AM;38.9;0.1;96.7;0.0;*
3/9/21;4:30 AM;39.8;0.1;93.1;0.0;*
3/9/21;4:45 AM;38.9;0.1;93.0;0.0;*
3/9/21;5:00 AM;38.3;0.1;95.2;0.0;*
3/9/21;5:15 AM;38.1;0.1;96.2;0.0;*
3/9/21;5:30 AM;37.7;0.1;97.0;0.0;*
3/9/21;5:45 AM;37.0;0.1;98.1;0.0;*
3/9/21;6:00 AM;36.8;0.1;98.8;0.0;*
3/9/21;6:15 AM;36.9;0.1;99.4;0.2;*
3/9/21;6:30 AM;37.1;0.1;99.9;3.4;*
3/9/21;6:45 AM;37.3;0.1;100.0;11.3;*
3/9/21;7:00 AM;38.0;0.1;100.0;26.0;*
3/9/21;7:15 AM;38.1;0.1;99.9;37.8;*
3/9/21;7:30 AM;38.8;0.1;100.0;101.8;*
3/9/21;7:45 AM;41.5;0.1;98.9;244.0;*
3/9/21;8:00 AM;46.1;0.1;92.9;314.3;*
3/9/21;8:15 AM;50.2;0.1;78.4;348.3;*
3/9/21;8:30 AM;50.4;0.1;72.4;303.3;*
3/9/21;8:45 AM;53.1;0.9;69.1;522.6;*
3/9/21;9:00 AM;53.1;1.6;68.7;422.0;*
3/9/21;9:15 AM;53.4;2.4;68.1;459.5;*
3/9/21;9:30 AM;54.5;2.6;64.6;641.6;*
3/9/21;9:45 AM;55.5;2.8;60.8;601.0;*
3/9/21;10:00 AM;55.0;4.2;61.3;491.6;*
3/9/21;10:15 AM;55.2;3.8;62.4;442.0;*
3/9/21;10:30 AM;55.1;4.3;62.6;469.0;*
3/9/21;10:45 AM;56.0;3.9;60.1;727.5;*
3/9/21;11:00 AM;57.2;4.9;55.4;724.7;*
3/9/21;11:15 AM;57.5;4.7;57.0;798.4;*
3/9/21;11:30 AM;57.3;5.5;56.6;728.5;*
3/9/21;11:45 AM;57.9;5.9;53.4;627.6;*
3/9/21;12:00 PM;57.2;4.8;56.5;440.9;*
3/9/21;12:15 PM;58.2;4.2;54.9;430.1;*
3/9/21;12:30 PM;58.0;3.5;57.8;338.4;*
3/9/21;12:45 PM;57.2;5.5;62.7;290.2;*
3/9/21;1:00 PM;56.5;4.7;65.2;168.8;*
3/9/21;1:15 PM;56.4;3.9;65.0;222.6;*
3/9/21;1:30 PM;57.5;2.7;60.4;299.3;*
3/9/21;1:45 PM;57.2;4.9;61.0;251.2;*
3/9/21;2:00 PM;57.0;4.1;61.3;281.0;*
3/9/21;2:15 PM;57.9;5.0;60.8;485.3;*
3/9/21;2:30 PM;56.7;4.2;62.0;241.2;*
3/9/21;2:45 PM;57.6;3.5;61.3;456.0;*
3/9/21;3:00 PM;58.8;4.1;60.3;627.4;*
3/9/21;3:15 PM;58.5;4.9;63.2;612.5;*
3/9/21;3:30 PM;58.5;4.8;63.6;550.6;*
3/9/21;3:45 PM;57.7;5.0;65.4;492.1;*
3/9/21;4:00 PM;57.9;3.3;63.6;434.1;*
3/9/21;4:15 PM;57.4;3.6;63.4;374.8;*
3/9/21;4:30 PM;56.4;4.6;65.6;321.4;*
3/9/21;4:45 PM;56.0;4.4;65.9;267.8;*
3/9/21;5:00 PM;55.4;3.8;67.6;202.2;*
3/9/21;5:15 PM;55.0;3.7;67.5;126.2;*
3/9/21;5:30 PM;53.6;1.8;69.9;33.4;*
3/9/21;5:45 PM;52.8;0.1;71.7;18.6;*
3/9/21;6:00 PM;51.6;0.1;74.4;4.1;*
3/9/21;6:15 PM;50.3;0.1;78.1;0.0;*
3/9/21;6:30 PM;49.3;0.1;81.4;0.0;*
3/9/21;6:45 PM;48.4;0.1;83.9;0.0;*
3/9/21;7:00 PM;47.0;0.1;86.9;0.0;*
3/9/21;7:15 PM;45.9;0.1;89.6;0.0;*
3/9/21;7:30 PM;44.9;0.1;91.3;0.0;*
3/9/21;7:45 PM;44.5;0.1;93.8;0.0;*
3/9/21;8:00 PM;44.6;0.1;94.9;0.1;*
3/9/21;8:15 PM;45.3;0.1;95.9;1.2;*
3/9/21;8:30 PM;46.6;0.1;96.2;0.8;*
3/9/21;8:45 PM;49.0;0.1;95.0;1.6;*
3/9/21;9:00 PM;50.2;0.1;91.2;0.8;*
3/9/21;9:15 PM;50.4;0.1;90.1;0.0;*
3/9/21;9:30 PM;50.2;2.1;91.0;0.0;*
3/9/21;9:45 PM;49.4;0.6;94.5;0.0;*
3/9/21;10:00 PM;48.3;0.3;99.3;0.0;*
3/9/21;10:15 PM;47.8;0.6;100.0;0.2;*
3/9/21;10:30 PM;46.9;2.3;100.0;0.0;*
3/9/21;10:45 PM;46.2;1.0;100.0;0.2;*
3/9/21;11:00 PM;46.1;1.0;100.0;0.2;*
3/9/21;11:15 PM;46.1;0.6;100.0;0.3;*
3/9/21;11:30 PM;46.2;1.2;100.0;0.3;*
3/9/21;11:45 PM;46.2;1.4;100.0;0.3;*
3/10/21;12:00 AM;46.2;2.4;100.0;0.2;*
3/10/21;12:15 AM;46.4;0.6;100.0;0.5;*
3/10/21;12:30 AM;46.6;0.8;100.0;0.3;*
3/10/21;12:45 AM;46.5;1.0;100.0;0.3;*
3/10/21;1:00 AM;46.4;1.2;100.0;0.1;*
3/10/21;1:15 AM;46.1;0.3;100.0;0.1;*
3/10/21;1:30 AM;45.9;0.7;100.0;0.0;*
3/10/21;1:45 AM;45.3;0.1;100.0;0.1;*
3/10/21;2:00 AM;45.4;0.1;100.0;0.1;*
3/10/21;2:15 AM;45.1;0.1;100.0;0.0;*
3/10/21;2:30 AM;45.7;0.1;100.0;0.2;*
3/10/21;2:45 AM;45.7;0.1;100.0;0.3;*
3/10/21;3:00 AM;45.6;0.1;100.0;0.1;*
3/10/21;3:15 AM;45.9;0.7;100.0;0.5;*
3/10/21;3:30 AM;45.7;1.5;100.0;0.2;*
3/10/21;3:45 AM;44.9;0.2;100.0;0.2;*
3/10/21;4:00 AM;44.0;0.5;100.0;1.5;*
3/10/21;4:15 AM;43.7;0.6;100.0;0.1;*
3/10/21;4:30 AM;43.2;0.1;100.0;0.0;*
3/10/21;4:45 AM;43.3;0.1;100.0;0.8;*
3/10/21;5:00 AM;43.7;0.1;100.0;0.4;*
3/10/21;5:15 AM;44.0;0.8;100.0;0.2;*
3/10/21;5:30 AM;43.7;0.1;100.0;0.0;*
3/10/21;5:45 AM;43.2;0.1;100.0;0.2;*
3/10/21;6:00 AM;43.3;0.1;100.0;0.2;*
3/10/21;6:15 AM;42.7;0.1;100.0;0.1;*
3/10/21;6:30 AM;42.8;0.1;100.0;2.2;*
3/10/21;6:45 AM;43.3;0.1;100.0;2.0;*
3/10/21;7:00 AM;43.4;0.1;100.0;8.2;*
3/10/21;7:15 AM;43.2;0.1;100.0;16.8;*
3/10/21;7:30 AM;43.8;0.1;100.0;92.7;*
3/10/21;7:45 AM;45.0;0.1;100.0;103.5;*
3/10/21;8:00 AM;44.9;0.1;100.0;79.3;*
3/10/21;8:15 AM;45.9;0.2;100.0;193.6;*
3/10/21;8:30 AM;45.5;0.1;100.0;121.1;*
3/10/21;8:45 AM;45.6;0.1;100.0;76.8;*
3/10/21;9:00 AM;45.7;0.1;100.0;108.8;*
3/10/21;9:15 AM;46.2;0.2;100.0;225.7;*
3/10/21;9:30 AM;47.2;0.1;100.0;316.7;*
3/10/21;9:45 AM;47.2;1.5;100.0;477.8;*
3/10/21;10:00 AM;46.8;1.3;100.0;238.8;*
3/10/21;10:15 AM;47.6;0.6;100.0;200.5;*
3/10/21;10:30 AM;48.1;1.2;100.0;499.4;*
3/10/21;10:45 AM;49.6;3.0;99.9;410.5;*
3/10/21;11:00 AM;51.2;3.9;90.4;458.2;*
3/10/21;11:15 AM;51.8;5.6;81.8;466.7;*
3/10/21;11:30 AM;53.0;5.1;78.5;767.1;*
3/10/21;11:45 AM;54.4;5.5;72.5;720.3;*
3/10/21;12:00 PM;55.5;5.9;66.5;885.8;*
3/10/21;12:15 PM;55.6;6.1;65.4;931.0;*
3/10/21;12:30 PM;56.0;5.5;61.5;723.4;*
3/10/21;12:45 PM;54.2;4.8;64.1;388.6;*
3/10/21;1:00 PM;54.4;5.9;64.2;498.8;*
3/10/21;1:15 PM;55.5;5.9;65.1;711.9;*
3/10/21;1:30 PM;54.5;6.5;66.4;474.6;*
3/10/21;1:45 PM;53.8;5.9;68.2;465.2;*
3/10/21;2:00 PM;54.3;5.3;66.7;349.2;*
3/10/21;2:15 PM;53.3;5.9;67.8;237.6;*
3/10/21;2:30 PM;51.3;6.5;71.9;74.0;*
3/10/21;2:45 PM;50.4;4.7;75.4;33.4;*
3/10/21;3:00 PM;46.9;3.6;87.5;10.8;*
3/10/21;3:15 PM;45.6;1.7;96.0;141.4;*
3/10/21;3:30 PM;46.8;0.1;99.0;345.6;*
3/10/21;3:45 PM;48.2;0.1;97.3;464.5;*
3/10/21;4:00 PM;49.1;0.4;88.7;432.6;*
3/10/21;4:15 PM;50.7;0.4;80.3;336.8;*
3/10/21;4:30 PM;50.3;0.1;77.5;145.6;*
3/10/21;4:45 PM;50.9;1.8;78.8;224.9;*
3/10/21;5:00 PM;52.0;2.9;75.4;226.2;*
3/10/21;5:15 PM;51.4;4.1;72.4;161.1;*
3/10/21;5:30 PM;49.9;3.3;75.4;36.1;*
3/10/21;5:45 PM;49.1;1.3;78.5;12.1;*
3/10/21;6:00 PM;48.9;1.0;79.9;6.2;*
3/10/21;6:15 PM;48.5;0.1;81.8;0.5;*
3/10/21;6:30 PM;47.9;0.1;84.0;0.0;*
3/10/21;6:45 PM;47.3;0.1;85.4;0.0;*
3/10/21;7:00 PM;47.0;0.1;88.2;0.0;*
3/10/21;7:15 PM;46.4;0.1;92.1;0.0;*
3/10/21;7:30 PM;46.2;0.1;95.3;0.0;*
3/10/21;7:45 PM;46.4;0.1;97.3;0.3;*
3/10/21;8:00 PM;46.5;0.1;97.1;0.3;*
3/10/21;8:15 PM;46.1;0.1;94.7;0.0;*
3/10/21;8:30 PM;46.1;0.2;93.9;0.0;*
3/10/21;8:45 PM;45.8;0.1;94.9;0.0;*
3/10/21;9:00 PM;44.8;0.1;96.3;0.0;*
3/10/21;9:15 PM;44.5;0.1;97.9;0.2;*
3/10/21;9:30 PM;44.9;0.1;99.4;0.5;*
3/10/21;9:45 PM;45.0;0.1;99.3;0.4;*
3/10/21;10:00 PM;45.1;0.1;98.2;0.2;*
3/10/21;10:15 PM;45.1;0.1;96.9;0.0;*
3/10/21;10:30 PM;45.0;0.1;95.8;0.0;*
3/10/21;10:45 PM;44.8;0.1;95.1;0.0;*
3/10/21;11:00 PM;44.2;0.1;95.6;0.0;*
3/10/21;11:15 PM;43.8;0.1;97.6;0.1;*
3/10/21;11:30 PM;44.1;0.1;99.4;0.4;*
3/10/21;11:45 PM;44.2;0.1;99.9;0.2;*
3/11/21;12:00 AM;44.1;0.1;100.0;0.0;*
3/11/21;12:15 AM;43.6;0.1;100.0;0.0;*
3/11/21;12:30 AM;42.9;0.1;100.0;0.0;*
3/11/21;12:45 AM;42.3;0.1;100.0;0.0;*
3/11/21;1:00 AM;42.1;0.1;100.0;0.0;*
3/11/21;1:15 AM;42.4;0.1;100.0;0.1;*
3/11/21;1:30 AM;42.5;0.1;100.0;0.0;*
3/11/21;1:45 AM;42.4;0.1;100.0;0.0;*
3/11/21;2:00 AM;42.5;0.1;100.0;0.0;*
3/11/21;2:15 AM;41.7;0.1;100.0;0.0;*
3/11/21;2:30 AM;41.1;0.1;100.0;0.0;*
3/11/21;2:45 AM;40.2;0.1;100.0;0.0;*
3/11/21;3:00 AM;39.7;0.1;100.0;0.0;*
3/11/21;3:15 AM;39.3;0.1;100.0;0.0;*
3/11/21;3:30 AM;38.8;0.1;100.0;0.0;*
3/11/21;3:45 AM;38.4;0.1;100.0;0.0;*
3/11/21;4:00 AM;38.0;0.1;100.0;0.0;*
3/11/21;4:15 AM;38.5;0.1;100.0;0.0;*
3/11/21;4:30 AM;38.7;0.1;100.0;0.0;*
3/11/21;4:45 AM;38.5;0.1;100.0;0.0;*
3/11/21;5:00 AM;38.7;0.1;100.0;0.0;*
3/11/21;5:15 AM;38.4;0.1;100.0;0.0;*
3/11/21;5:30 AM;38.3;0.1;100.0;0.0;*
3/11/21;5:45 AM;38.6;0.1;100.0;0.0;*
3/11/21;6:00 AM;38.9;0.1;100.0;0.0;*
3/11/21;6:15 AM;39.0;0.1;100.0;1.4;*
3/11/21;6:30 AM;39.3;0.1;100.0;11.9;*
3/11/21;6:45 AM;40.4;0.1;100.0;39.2;*
3/11/21;7:00 AM;40.8;1.1;100.0;58.9;*
3/11/21;7:15 AM;41.1;2.3;100.0;78.5;*
3/11/21;7:30 AM;42.6;1.0;100.0;152.0;*
3/11/21;7:45 AM;45.1;0.2;100.0;270.3;*
3/11/21;8:00 AM;47.8;0.1;100.0;341.9;*
3/11/21;8:15 AM;47.5;0.1;98.9;234.7;*
3/11/21;8:30 AM;48.1;1.7;92.4;393.4;*
3/11/21;8:45 AM;49.5;3.0;84.7;437.3;*
3/11/21;9:00 AM;48.9;3.2;81.4;248.1;*
3/11/21;9:15 AM;48.0;2.9;83.6;130.8;*
3/11/21;9:30 AM;47.7;2.7;86.2;177.5;*
3/11/21;9:45 AM;48.6;2.5;82.5;247.0;*
3/11/21;10:00 AM;50.3;1.5;78.7;370.0;*
3/11/21;10:15 AM;51.1;2.5;73.3;310.9;*
3/11/21;10:30 AM;51.3;3.6;72.1;351.3;*
3/11/21;10:45 AM;50.7;3.8;73.6;284.1;*
3/11/21;11:00 AM;51.2;3.5;71.1;353.6;*
3/11/21;11:15 AM;52.2;2.3;68.5;759.1;*
3/11/21;11:30 AM;53.5;2.8;66.8;630.5;*
3/11/21;11:45 AM;52.7;3.3;66.4;465.3;*
3/11/21;12:00 PM;51.8;3.3;72.3;378.7;*
3/11/21;12:15 PM;49.1;4.6;77.5;197.1;*
3/11/21;12:30 PM;48.2;2.7;82.1;109.4;*
3/11/21;12:45 PM;48.1;1.6;83.3;92.6;*
3/11/21;1:00 PM;47.7;4.0;85.2;84.3;*
3/11/21;1:15 PM;46.8;3.1;90.3;78.8;*
3/11/21;1:30 PM;46.8;1.7;92.5;159.0;*
3/11/21;1:45 PM;47.9;1.2;92.6;282.3;*
3/11/21;2:00 PM;50.3;2.5;88.0;716.9;*
3/11/21;2:15 PM;52.1;3.1;78.0;786.8;*
3/11/21;2:30 PM;52.7;3.9;70.3;712.6;*
3/11/21;2:45 PM;52.8;3.7;68.1;545.2;*
3/11/21;3:00 PM;53.1;3.5;69.4;564.7;*
3/11/21;3:15 PM;52.7;3.1;70.9;371.7;*
3/11/21;3:30 PM;52.7;3.3;72.6;204.8;*
3/11/21;3:45 PM;49.8;4.3;80.4;29.6;*
3/11/21;4:00 PM;47.8;2.4;84.4;22.5;*
3/11/21;4:15 PM;47.7;0.5;89.4;30.2;*
3/11/21;4:30 PM;47.5;1.4;94.3;39.2;*
3/11/21;4:45 PM;47.8;0.6;96.8;38.7;*
3/11/21;5:00 PM;47.5;0.8;96.5;19.3;*
3/11/21;5:15 PM;46.9;1.3;96.3;31.2;*
3/11/21;5:30 PM;46.4;0.5;96.9;24.5;*
3/11/21;5:45 PM;45.8;0.8;98.3;22.5;*
3/11/21;6:00 PM;45.0;0.3;99.2;8.5;*
3/11/21;6:15 PM;44.8;0.1;99.8;4.2;*
3/11/21;6:30 PM;44.8;0.1;100.0;1.5;*
3/11/21;6:45 PM;44.9;0.1;100.0;1.0;*
3/11/21;7:00 PM;45.0;0.1;100.0;0.3;*
3/11/21;7:15 PM;44.4;0.1;100.0;0.0;*
3/11/21;7:30 PM;43.7;0.1;100.0;0.0;*
3/11/21;7:45 PM;43.2;0.1;100.0;0.0;*
3/11/21;8:00 PM;42.6;0.1;100.0;0.0;*
3/11/21;8:15 PM;42.6;0.1;100.0;0.0;*
3/11/21;8:30 PM;42.1;0.1;100.0;0.0;*
3/11/21;8:45 PM;41.4;0.1;100.0;0.0;*
3/11/21;9:00 PM;40.6;0.1;100.0;0.0;*
3/11/21;9:15 PM;40.9;0.1;100.0;0.0;*
3/11/21;9:30 PM;40.2;0.6;100.0;0.0;*
3/11/21;9:45 PM;40.8;0.1;100.0;0.0;*
3/11/21;10:00 PM;40.3;0.1;100.0;0.0;*
3/11/21;10:15 PM;40.3;0.1;100.0;0.0;*
3/11/21;10:30 PM;39.7;0.1;100.0;0.0;*
3/11/21;10:45 PM;39.3;0.1;100.0;0.0;*
3/11/21;11:00 PM;39.6;0.9;100.0;0.6;*
3/11/21;11:15 PM;40.7;0.1;100.0;0.2;*
3/11/21;11:30 PM;40.9;0.3;100.0;0.0;*
3/11/21;11:45 PM;40.4;0.1;100.0;0.0;*
3/12/21;12:00 AM;40.0;0.1;100.0;0.0;*
3/12/21;12:15 AM;39.7;0.1;100.0;0.0;*
3/12/21;12:30 AM;39.6;0.1;100.0;0.0;*
3/12/21;12:45 AM;39.3;0.1;100.0;0.0;*
3/12/21;1:00 AM;39.0;0.1;100.0;0.0;*
3/12/21;1:15 AM;38.9;0.1;100.0;0.0;*
3/12/21;1:30 AM;38.6;0.1;100.0;0.0;*
3/12/21;1:45 AM;38.0;0.1;100.0;0.0;*
3/12/21;2:00 AM;37.6;0.1;100.0;0.0;*
3/12/21;2:15 AM;37.7;0.1;100.0;0.0;*
3/12/21;2:30 AM;37.3;0.1;100.0;0.0;*
3/12/21;2:45 AM;38.0;0.1;100.0;0.0;*
3/12/21;3:00 AM;38.4;0.2;100.0;0.0;*
3/12/21;3:15 AM;38.6;0.1;100.0;0.0;*
3/12/21;3:30 AM;38.7;0.1;100.0;0.0;*
3/12/21;3:45 AM;38.8;0.1;100.0;0.0;*
3/12/21;4:00 AM;39.3;0.1;100.0;0.0;*
3/12/21;4:15 AM;39.6;0.3;100.0;0.2;*
3/12/21;4:30 AM;40.3;0.9;100.0;0.2;*
3/12/21;4:45 AM;40.6;0.1;100.0;0.1;*
3/12/21;5:00 AM;41.1;0.8;100.0;0.2;*
3/12/21;5:15 AM;40.9;1.0;100.0;0.0;*
3/12/21;5:30 AM;40.9;0.1;100.0;0.0;*
3/12/21;5:45 AM;41.2;0.1;100.0;0.0;*
3/12/21;6:00 AM;41.5;0.1;100.0;0.1;*
3/12/21;6:15 AM;41.2;0.1;100.0;0.3;*
3/12/21;6:30 AM;41.3;0.1;100.0;14.0;*
3/12/21;6:45 AM;42.0;0.1;100.0;43.0;*
3/12/21;7:00 AM;43.1;0.1;100.0;52.6;*
3/12/21;7:15 AM;43.7;0.1;100.0;54.4;*
3/12/21;7:30 AM;44.0;0.3;100.0;69.0;*
3/12/21;7:45 AM;44.5;0.1;100.0;64.1;*
3/12/21;8:00 AM;45.2;0.1;100.0;97.3;*
3/12/21;8:15 AM;45.1;0.1;100.0;178.5;*
3/12/21;8:30 AM;46.2;0.4;100.0;346.3;*
3/12/21;8:45 AM;47.4;1.4;100.0;469.1;*
3/12/21;9:00 AM;49.4;1.8;100.0;638.3;*
3/12/21;9:15 AM;50.6;2.0;100.0;602.8;*
